LJ SAO PAULO 11,01127000,RUA NEWTON PRADO 1439 SL 4,BOM RETIRO,SAO PAULO,SP
CO PETROLINA 02,56332385,AVENIDA BARAO DE CONTENDAS 51,JATOBA,PETROLINA,PE
CO MACEIO 01,57083410,AVENIDA MENINO MARCELO 6131,ANTARES,MACEIO,AL
CO ARAPIRACA 01,57312465,RUA SAO JOSE 297,ALTO DO CRUZEIRO,ARAPIRACA,AL
CO JOAO PESSOA 02,58035200,RUA PRESIDENTE NILO PECANHA 1001,BESSA,JOAO PESSOA,PB
CO CAMPINA GRANDE 02,58410097,RUA GUILHERMINO BARBOSA 52 GP B26,ESTACAO VELHA,CAMPINA GRANDE,PB
CO PATOS 01,58701000,RUA IRINEU JOFFILY 92,SANTO ANTONIO,PATOS,PB
CO CAJAZEIRAS 01,58900000,RUA DR. ERNESTO DINIZ 120 A,JARDIM OASIS,CAJAZEIRAS,PB
CO NATAL 01,59075010,RUA TABELIAO MANOEL PROCOPIO 10,LAGOA NOVA,NATAL,RN
CO MOSSORO 02,59649899,AREA LG FORNO VELHO 527,FORNO VELHO,MOSSORO,RN
LJ FORTALEZA 02,60150162,AVENIDA SANTOS DUMONT 2484 LJ 06,ALDEOTA,FORTALEZA,CE
LJ FORTALEZA 01,60840282,RUA PADRE PEDRO DE ALENCAR 626 LJ F,MESSEJANA,FORTALEZA,CE
CO SOBRAL 01,62030245,RUA ARIMATEIA MONTE E SILVA 178,CAMPO DOS VELHOS,SOBRAL,CE
CO JUAZEIRO DO NORTE 01,63022115,"AVENIDA PADRE CICERO 2200, GALPAO 2",CAJUINA SAO GERALDO,JUAZEIRO DO NORTE,CE
CO TERESINA 01,64045840,AVENIDA DEPUTADO PAULO FERRAZ 2489,ITARARE,TERESINA,PI
CO SAO LUIS 01,65055275,RUA JOAQUIM SANTOS (TV. SAO LUIS) 22,JARDIM SAO CRISTOVAO,SAO LUIS,MA
CO SAO LUIS 02,65110000,RUA RIO MUNIM 15,KIOLA COSTA,SAO JOSE DE RIBAMAR,MA
CO CAXIAS 01,65600210,RUA VEREADOR GENTIL DE OLIVEIRA 2571 A ,REFINARIA,CAXIAS,MA
CO IMPERATRIZ 02,65917310,AVENIDA IMPERATRIZ 02,PARQUE PLANALTO 1,IMPERATRIZ,MA
CO ANANINDEUA 01,66617130,TRAVESSA ALTAMIRA 3271,VALDECAES,BELEM,PA
CO BELEM 02,66623610,PASSAGEM DALVA 229,MARAMBAIA,BELEM,PA
FL JAD BELEM,66623610,PASSAGEM DALVA 229,MARAMBAIA,BELEM,PA
CO SANTAREM 01,68040410,TRAVESSA PROFESSORA AGRIPINA DE MATOS 1579,CARANAZAL,SANTAREM,PA
CO ALTAMIRA 01,68372855,RUA SETE DE SETEMBRO 2828 B,ESPLANADA DO XINGU,ALTAMIRA,PA
CO MARABA 02,68503250,RUA JAIME PINTO 1215 ,NOVO HORIZONTE,MARABA,PA
CO PARAUAPEBAS 02,68515000,"AVENIDA TUPINAMBA QD 40, LT 03",PARQUE DOS CARAJAS,PARAUAPEBAS,PA
CO PARAGOMINAS 01,68626362,RUA HERMES DA FONSECA 454,ANGELIM,PARAGOMINAS,PA
CO CASTANHAL 02,68745560,ALAMEDA ANITA GARIBALDI 227 ,SANTA LIDIA,CASTANHAL,PA
CO MACAPA 01,68902892,RUA PROFESSOR TOSTES 2740,BURITIZAL,MACAPA,AP
JE VITORIA DO JARI 01,68924000,"AV. PEDRO LADISLAU 3251, A",,VITORIA DO JARI,AP
JE AMAPA 01,68950000,TRAVESSA JOAO FRANKLIN TAVORA 233,,AMAPA,AP
CO MANAUS 02,69030520,RUA VOLUNTARIOS DA PATRIA 450,VILA DA PRATA,MANAUS,AM
LJ MANAUS,69048010,AVENIDA TORQUATO TAPAJOS 5580,DA PAZ,MANAUS,AM
FL JAD MANAUS,69060660,RUA SEVERIANO NUNES 78,ALEIXO,MANAUS,AM
CO BOA VISTA 01,69309198,AVENIDA MARIO HOMEM DE MELO 4126,BURITIS,BOA VISTA,RR
CO RIO BRANCO 02,69908740,RODOVIA AC-40 Nº 473,LOTEAMENTO SANTA HELENA,RIO BRANCO,AC
CO BRASILIA 01,70360510,QUADRA CRS 509 BLOCO A LOJA 43,ASA SUL,BRASILIA,DF
CO TAGUATINGA 01,71090695, CSB 9 LOTE 3 - LOJA 04,TAGUATINGA,BRASILIA,DF
CO BRASILIA 02,71200220,TRECHO SIA TRECHO 17 RUA 08 LOTE 110/130/150,ZONA INDUSTRIAL GUARA,BRASILIA,DF
FL BRASILIA,72035512,QUADRA CSG 12 LT3 C.T. BUSINESS P.,TAGUATINGA SUL TAGUATINGA,BRASILIA,DF
CO SAMAMBAIA 01,72311821,QUADRA QS 505 CONJUNTO 1 LOTE 01,SAMAMBAIA SUL (SAMAMBAIA),BRASILIA,DF
CO FORMOSA 02,73801200,RUA ANTONIO DUTRA 25-B,CENTRO,FORMOSA,GO
LJ GOIANIA 05,74275150,RUA C155 QD345 N580 LT1 ,JARDIM AMERICA,GOIANIA,GO
LJ GOIANIA 02,74560550,RUA ARMOGASTE JOSE DA SILVEIRA 2500 QD GLEBA LT GL1,SETOR CENTRO OESTE,GOIANIA,GO
LJ GOIANIA 03,74563220,AVENIDA GOIAS QD 24 LT 6/23 SL 45 4066 ,SETOR CRIMEIA OESTE,GOIANIA,GO
CO GOIANIA,74670550,"RUA SABIA 392, Q168 LOTE14 GP3",SANTA GENOVEVA,GOIANIA,GO
CO GOIANIA 04,74670550,"RUA SABIA 392, Q168 LOTE14 GP3",SANTA GENOVEVA,GOIANIA,GO
LJ GOIANIA 04,74672010,AVENIDA SAO FRANCISCO LT 189 QD 29,SANTA GENOVEVA,GOIANIA,GO
LJ GOIANIA 01,74672010,AV. SAO FRANCISCO 337 - Qd. 35 - Lj 03,SANTA GENOVEVA,GOIANIA,GO
CO GOIANIA 03,74911350,RUA ACARAI QD 46 LT 01 CS2,VILA BRASILIA,APARECIDA DE GOIANIA,GO
CO APARECIDA DE GOIANIA 01,74911775,RUA 42 QD 69 LT 07,VILA SANTO ANTONIO,APARECIDA DE GOIANIA,GO
CO ANAPOLIS 01,75123645,AVENIDA BRASIL 1827 QD 08 LT 01,VILA MIGUEL JORGE,ANAPOLIS,GO
CO ITUMBIARA 01,75530275,AVENIDA SANTOS DUMONT 400 - SL 3 E 4,SANTOS DUMONT,ITUMBIARA,GO
CO CATALAO 01,75703140,AVENIDA SAO JOAO 130,SAO JOAO,CATALAO,GO
CO JATAI 01,75800058,RUA RUI BARBOSA 801,SETOR CENTRAL,JATAI,GO
CO RIO VERDE 02,75901190,RUA CORONEL VAIANO 739,SETOR CENTRAL,RIO VERDE,GO
CO PORTO VELHO 01,76803890,RUA RAFAEL VAZ E SILVA 2645 SALA B,LIBERDADE,PORTO VELHO,RO
CO JI-PARANA 01,76914899,RODOVIA ANEL VIARIO S/N QUARTO DISTRITO,AREA RURAL DE JIPARANA,JIPARANA,RO
CO CACOAL 02,76962000,AVENIDA CASTELO BRANCO 20830,NOVO HORIZONTE,CACOAL,RO
CO PIMENTA BUENO 02,76970000,RUA 21 DE ABRIL 465,APIDIA ,PIMENTA BUENO,RO
CO VILHENA 02,76980001,AVENIDA MARECHAL RONDON 4790,CENTRO ,VILHENA,RO
CO PALMAS 01,77023482,QUADRA 912 ALAMEDA 7 PLANO DIRETOR SUL QI D LOTE 09 ,PLANO DIRETOR SUL,PALMAS,TO
CO GURUPI 02,77405040,"RUA DELFINO AGUIAR 811, QD 140, LT ",SETOR CENTRAL,GURUPI,TO
CO ARAGUAINA 02,77803130,RUA TREZE DE MAIO 1737,VILA ROSARIO,ARAGUAINA,TO
CO CUIABA 03,78025340,AVENIDA OITO DE ABRIL 500 B,PORTO,CUIABA,MT
FL JAD CUIABA,78125775,RUA LIMOEIRO 27 COMPLEXO B ,CENTROSUL,VARZEA GRANDE,MT
CO SINOP 01,78557097,AVENIDA DAS FIGUEIRAS 100,SETOR INDUSTRIAL,SINOP,MT
CO RONDONOPOLIS 01,78705066,RUA JOAO PESSOA 10,VILA JOSE LUIZ,RONDONOPOLIS,MT
CO CAMPO GRANDE 02,79008480,AVENIDA RIACHUELO 63,CABREUVA,CAMPO GRANDE,MS
FL CAMPO GRANDE,79013580,RUA DONA TERESA CRISTINA 431 ,CORONEL ANTONINO,CAMPO GRANDE,MS
CO CAMPO GRANDE 01,79062300,RUA CAVIANA 1629,JARDIM ITAMARACA,CAMPO GRANDE,MS
JE CORUMBA 01,79300040,RUA TREZE DE JUNHO 1044,CENTRO,CORUMBA,MS
CO TRES LAGOAS 01,79603112,AVENIDA ADV ROSARIO GRONGO 2923,JARDIM PRIMAVERIL,TRES LAGOAS,MS
CO DOURADOS 01,79840230,RUA CORONEL PONCIANO DE MATTOS PEREIRA 2420,VILA INDUSTRIAL,DOURADOS,MS
CO CURITIBA 02,80215270,AVENIDA SENADOR SALGADO FILHO 530,PRADO VELHO,CURITIBA,PR
CO CURITIBA 01,81580450,RUA AMERICO FIRMINO DE TOLEDO 840 BARRACAO 8,UBERABA,CURITIBA,PR
LJ CURITIBA 01,81810150,RUA OMAR RAYMUNDO PICHETH 452,XAXIM,CURITIBA,PR
CO SAO JOSE DOS PINHAIS 01,83030640,AVENIDA DAS AMERICAS 791,TRES MARIAS,SAO JOSE DOS PINHAIS,PR
CO PARANAGUA 02,83203765,RUA MANOEL PEREIRA 905,ALTO SAO SEBASTIAO,PARANAGUA,PR
CO PINHAIS ,83413340,RUA GENEBRA 181,ATUBA,COLOMBO,PR
CO CAMPO LARGO 01,83607240,AV PE NATAL PIGATTO 460,VILA BANCARIA,CAMPO LARGO,PR
CO PONTA GROSSA 02,84043000,AVENIDA VISCONDE DE MAUA 4616,COLONIA DONA LUIZA,PONTA GROSSA,PR
CO UNIAO DA VITORIA 01,84600130,RUA CARLOS CAVALCANTI 273,CENTRO,UNIAO DA VITORIA,PR
CO GUARAPUAVA 01,85010300,RUA QUINTINO BOCAIUVA 1829,CENTRO,GUARAPUAVA,PR
CO PATO BRANCO 01,85501356,RUA CARAMURU 1375,CENTRO,PATO BRANCO,PR
CO FRANCISCO BELTRAO 01,85601020,RUA VEREADOR ROMEU LAURO WERLANG 119,CENTRO,FRANCISCO BELTRAO,PR
CO CASCAVEL 01,85812141,RUA OLAVO BILAC 1545,CENTRO,CASCAVEL,PR
CO FOZ DO IGUACU 02,85853230,AVENIDA IGUACU 257,VILA YOLANDA,FOZ DO IGUACU,PR
CO TOLEDO 01,85905565,RUA SATURNO 692,JARDIM GISELA,TOLEDO,PR
CO LONDRINA 01,86027080,RUA ARAGUARI 196,IDEAL,LONDRINA,PR
CO CAMBE 01,86181000,AVENIDA INGLATERRA 311,CENTRO,CAMBE,PR
CO SANTO ANTONIO DA PLATINA 01,86430000,RODOVIA BR 153 1597 KM 42.8,,SANTO ANTONIO DA PLATINA,PR
CO ARAPONGAS 02,86701472,RUA CONDOR 565,VILA CASCATA,ARAPONGAS,PR
CO APUCARANA 02,86802390,RUA PROFESSORA TALITA BRESOLIN 461,JARDIM SAO PEDRO,APUCARANA,PR
CO MARINGA 02,87047190,AVENIDA JINROKU KUBOTA 4350,JARDIM DA GLORIA,MARINGA,PR
CO CAMPO MOURAO 01,87303307,AVENIDA COMENDADOR NORBERTO MARCONDES 2853,JARDIM SAO SEBASTIAO,CAMPO MOURAO,PR
CO UMUARAMA 01,87502140,AVENIDA PIRAPO 5280,ZONA I-A,UMUARAMA,PR
CO PARANAVAI 01,87701020,AV RIO GRANDE DO NORTE 1365,CENTRO,PARANAVAI,PR
LJ FLORIANOPOLIS 01,88062020,RUA JOSE HENRIQUE VERAS 411 - LJ 02,LAGOA DA CONCEICAO,FLORIANOPOLIS,SC
CO PALHOCA 02,88133568,RUA LUIZ TADEU GANDOLFI DUTRA 112,JARDIM ELDORADO,PALHOCA,SC
CO FLORIANOPOLIS ,88160001,RUA FRANK TRAEBERT 4280,CENTRO,BIGUACU,SC
CO FLORIANOPOLIS 01,88160001,RUA FRANK TRAEBERT 4280,PRADO DE BAIXO,BIGUACU,SC
CO ITAJAI 02,88310696,AVENIDA MARIO URIARTE 1290,CORDEIROS,ITAJAI,SC
CO NAVEGANTES 01,88310696,AVENIDA MARIO URIARTE 1290 GP 01,CORDEIROS,ITAJAI,SC
CO BRUSQUE 02,88352130,RUA EMILIA LANZNASTER 53,SANTA RITA,BRUSQUE,SC
CO LAGES 01,88523140,RUA HUMBERTO DE CAMPOS 1236,CORAL,LAGES,SC
CO TUBARAO 01,88704330,RUA PIO XII SN,DEHON,TUBARAO,SC
CO CRICIUMA 01,88815370,RUA IRENE DAL PONT MILIOLI 85,JARDIM MARISTELA,CRICIUMA,SC
CO ARARANGUA 01,88904110,"ALAMEDA ASCENDINO MORAES DE SA, 1955 578",MATO ALTO,ARARANGUA,SC
CO BLUMENAU 01,89050100,RUA REPUBLICA ARGENTINA 222,PONTA AGUDA,BLUMENAU,SC
CO INDAIAL 01,89082118,RUA ALEMANHA 100,NACOES,INDAIAL,SC
CO GASPAR 02,89115001,RUA ITAJAI 557 SALA 01,SETE DE SETEMBRO,GASPAR,SC
LJ JOINVILLE 03,89204360,RUA BENJAMIN CONSTANT 2791 SALA 04,AMERICA,JOINVILLE,SC
LJ JOINVILLE 02,89233190,RODOVIA BR101 KM 47,SANTA CATARINA,JOINVILLE,SC
CO JOINVILLE 01,89233190,RODOVIA BR101 1550- KM 44,SANTA CATARINA,JOINVILLE,SC
LJ JOINVILLE 01,89233190,"RODOVIA BR101 KM 47, 5 S/N ",SANTA CATARINA,JOINVILLE,SC
CO SAO FRANCISCO DO SUL 01,89240000,RUA MARCOS GORRESEN 1009,ROCIO PEQUENO,SAO FRANCISCO DO SUL,SC
CO JARAGUA DO SUL 01,89256310,RUA PROFESSOR IRMAO GERALDINO 120,VILA LALAU,JARAGUA DO SUL,SC
CO SAO BENTO DO SUL 02,89287375,RUA JOSE GROSSL 87 ,RIO NEGRO,SAO BENTO DO SUL,SC
CO MAFRA 01,89300070,AVENIDA PREFEITO FREDERICO HEYSE 1250 SL 3,CENTRO II ALTO DE MAFRA,MAFRA,SC
CO CANOINHAS 01,89460000,"RUA PAUL HARRIS 407, SALA A",CENTRO,CANOINHAS,SC
CO CACADOR 01,89506412,RUA ABSALAO CARNEIRO 280,SANTA CATARINA,CACADOR,SC
CO CURITIBANOS 01,89520000,AVENIDA CORONEL VIDAL RAMOS 1615 ,CENTRO,CURITIBANOS,SC
CO VIDEIRA 01,89562704,RUA LUIZ BOM 206,MORADA DO SOL,VIDEIRA,SC
CO JOACABA 01,89610000,RUA FLORIANOPOLIS 71,CENTRO,HERVAL DOESTE,SC
CO CONCORDIA 01,89700001,RUA MARECHAL DEODORO 657 SALA 02,CENTRO,CONCORDIA,SC
CO CHAPECO 02,89803181,RUA ARTHUR DA COSTA E SILVA E 874 SALA 01 E 02,SAO CRISTOVAO,CHAPECO,SC
CO XANXERE 01,89820000,R GENERAL OSORIO 245 SL 02,CENTRO,XANXERE,SC
CO PORTO ALEGRE 03,90200060,RUA ANGELO DOURADO 197,ANCHIETA,PORTO ALEGRE,RS
CO PORTO ALEGRE 02,91020030,RUA MARQUES DE ALEGRETE 54,SAO JOAO,PORTO ALEGRE,RS
CO PORTO ALEGRE 01,91030240,RUA SAO SALVADOR 212,SANTA MARIA GORETTI,PORTO ALEGRE,RS
CO PORTO ALEGRE 04,91710000,AVENIDA PROFESSOR OSCAR PEREIRA 3514,GLORIA,PORTO ALEGRE,RS
CO CANOAS 02,92323270,AVENIDA DAS CANOAS 215,MATO GRANDE,CANOAS,RS
FL PORTO ALEGRE,92420180,RUA CANADA 475,SAO JOSE,CANOAS,RS
CO GUAIBA 01,92700245,RUA DAVINO TEIXEIRA 40,COLINA,GUAIBA,RS
CO SAO LEOPOLDO 01,93042082,AVENIDA IMPERATRIZ LEOPOLDINA 2955,PINHEIRO,SAO LEOPOLDO,RS
CO ESTEIO 01,93280013,RUA PADRE FELIPE 1331,LIBERDADE,ESTEIO,RS
CO NOVO HAMBURGO 02,93510060," AVENIDA NICOLAU BECKER, 947 - loja 02",CENTRO,NOVO HAMBURGO,RS
CO ESTANCIA VELHA 02,93615020,RUA ANTONIO JOAO 69,LIRA,ESTANCIA VELHA,RS
CO ALVORADA 01,94814334,RUA JOSE DE ALENCAR 55,MARINGA,ALVORADA,RS
LJ CAXIAS DO SUL 01,95020450,RUA VINTE DE SETEMBRO 1220,CENTRO,CAXIAS DO SUL,RS
LJ CAXIAS DO SUL 03,95034370,"RUA JACINTO MADALOSSO 752, SALA 01",PIO X,CAXIAS DO SUL,RS
CO CAXIAS DO SUL 01,95045185,RUA MARINA TURRA SUSIN 64,CENTENARIO,CAXIAS DO SUL,RS
CO FARROUPILHA 01,95170320,RUA GUILHERME TARTAROTTI 315 SL 1,PLANALTO,FARROUPILHA,RS
CO OSORIO 01,95520000,RUA COSTA GAMA 1426,CENTRO,OSORIO,RS
CO IGREJINHA 01,95650000,RUA BERTHALINA KIRSCH 47,VIADUTO,IGREJINHA,RS
CO BENTO GONCALVES 01,95700330,RUA DANTE LARENTIS 245 sala 1,CIDADE ALTA,BENTO GONCALVES,RS
CO LAJEADO 01,95913110,RUA FELIPE CRAIDE 265,SAO CRISTOVAO,LAJEADO,RS
CO PELOTAS 02,96070370,RUA LEOPOLDO BROD 2801,TRES VENDAS,PELOTAS,RS
CO CAMAQUA 01,96180000,RUA BELARMINA CHIPENE 455,OLARIA,CAMAQUA,RS
CO RIO GRANDE 01,96200380,RUA MARECHAL FLORIANO PEIXOTO 36 ,CENTRO,RIO GRANDE,RS
CO BAGE,96420160,RUA ANGELICA JARDIM 351,CASTRO ALVES,BAGE,RS
CO BAGE 02,96420160,RUA ANGELICA JARDIM 220,CASTRO ALVES,BAGE,RS
CO DOM PEDRITO 01,96450000,AVENIDA RIO BRANCO 1076,CENTRO,DOM PEDRITO,RS
CO CACHOEIRA DO SUL 02,96501066,RUA RICARDO DE JESUS FERREIRA 530,DREWS,CACHOEIRA DO SUL,RS
CO SANTA CRUZ DO SUL 02,96845080,RUA JOSE DO PATROCINIO 42,SENAI,SANTA CRUZ DO SUL,RS
CO SANTA MARIA 01,97060210,R DE DQ CAXIAS 2358,MEDIANEIRA,SANTA MARIA,RS
CO URUGUAIANA 02,97502830,RUA CORONEL RODRIGUES PORTUGAL 2601,SAO MIGUEL,URUGUAIANA,RS
CO SAO BORJA 02,97670000,AV JULIO TROIS 1802,VARZEA,SAO BORJA,RS
CO IJUI 01,98700000,RUA RUA VINTE DE SETEMBRO 63,CENTRO,IJUI,RS
CO SANTA ROSA 02,98780803,RUA DOUTOR FRANCISCO TIMM 890,CENTRO,SANTA ROSA,RS
CO SANTO ANGELO 02,98804370,RUA SAO CARLOS 1117,SAO CARLOS,SANTO ANGELO,RS
CO PASSO FUNDO 01,99010035,RUA MOROM 3042,BOQUEIRAO,PASSO FUNDO,RS
